text,genre
"A group of senior citizens form a competitive esports team, learning to play a popular MOBA from their grandchildren. Their unconventional strategies baffle younger opponents.",Other
"A songwriter writes a hit love song about a stranger she saw on the subway. When the stranger hears the song on the radio, he sets out to find the mystery songwriter.",Romance
"A school lunch cook takes immense pride in crafting meals that brighten students' days. Her interactions with picky eaters, grateful teachers, and a tight budget paint a portrait of quiet dedication.",Slice-of-life
A decommissioned war robot reactivates in a junkyard and must fight its way through scavenger gangs to deliver a message stored in its core before its battery dies.,Action
"A world where dreams are a shared dimension. A dream architect designs safe spaces for sleepers, but a nightmare entity has begun corrupting her creations from the inside.",Fantasy
A support group for people who've had near-death experiences discovers they all saw the same entity during their clinical death. The entity begins appearing in their waking lives.,Psychological
A geneticist receives an anonymous DNA sample that matches an extinct subspecies of human. The return address traces to a laboratory that was shut down after a scandal.,Thriller
A washed-up boxer becomes a corner coach for a young fighter who reminds him of his younger self. Training her forces him to confront the mistakes that ended his own career.,Other
A clumsy heir to a noble family is betrothed to a sharp-tongued military commander. Their arranged marriage begins with mutual contempt but evolves through grudging teamwork.,Romance
A postal worker in a small mountain village delivers mail by foot through all seasons. The simple rhythm of her walks frames encounters that reveal the village's collective heart.,Slice-of-life
"A prison break specialist is hired to extract a political prisoner from an underwater fortress. The catch: the fortress is alive, a bio-engineered creature disguised as architecture.",Action
A golem crafted to protect a village develops emotions after being struck by lightning. It begins questioning its purpose and the ethics of a creator who didn't intend it to feel.,Fantasy
